feedback_id,customer_id,transaction_id,rating,feedback_text,date
FB_000069,CUST_000963,TXN_00000226,5,Excellent customer service experience,2023-03-07 01:53:00
FB_000070,CUST_001481,TXN_00003393,5,Great product quality and fast delivery!,2024-03-16 20:32:00
FB_000071,CUST_000131,TXN_00000799,3,Outstanding shopping experience,2024-01-13 05:46:00
FB_000072,CUST_001153,TXN_00006642,2,Product exactly as described,2024-01-29 22:04:00
FB_000073,CUST_000872,TXN_00004412,3,Could improve packaging quality,2023-02-23 05:48:00
FB_000074,CUST_000181,TXN_00004758,3,Outstanding shopping experience,2023-02-17 10:56:00
FB_000075,CUST_000056,TXN_00001124,4,Product was damaged during shipping,2023-09-12 02:30:00
FB_000076,CUST_000435,TXN_00007202,4,Outstanding shopping experience,2023-05-09 05:32:00
FB_000077,CUST_000891,TXN_00000417,4,Excellent customer service experience,2023-09-04 07:16:00
FB_000078,CUST_001501,TXN_00007342,3,Payment process was smooth,2023-01-08 17:59:00
FB_000079,CUST_000971,TXN_00000120,4,Product was damaged during shipping,2023-07-03 19:57:00
FB_000080,CUST_000167,TXN_00002350,2,Product was damaged during shipping,2023-04-19 03:26:00
FB_000081,CUST_001701,TXN_00007533,4,Product was damaged during shipping,2023-04-26 22:32:00
FB_000082,CUST_000906,TXN_00003040,4,Amazing deals and discounts available,2023-08-03 17:28:00
FB_000083,CUST_001598,TXN_00004239,4,Amazing deals and discounts available,2023-01-10 14:58:00
FB_000084,CUST_000635,TXN_00001062,5,Delivery was delayed by 2 days,2024-03-07 05:55:00
FB_000085,CUST_001888,TXN_00000370,5,Great product quality and fast delivery!,2023-05-27 01:41:00
FB_000086,CUST_000364,TXN_00003907,5,Product quality could be better,2024-03-03 07:22:00
FB_000087,CUST_000187,TXN_00001179,3,Could improve packaging quality,2023-06-30 17:33:00
FB_000088,CUST_000016,TXN_00006607,4,Outstanding shopping experience,2023-07-03 23:54:00
FB_000089,CUST_001941,TXN_00000791,5,Great product quality and fast delivery!,2023-01-18 22:38:00
FB_000090,CUST_000002,TXN_00003205,3,Payment process was smooth,2023-10-10 13:19:00
FB_000091,CUST_000368,TXN_00001496,2,Delivery was delayed by 2 days,2023-04-23 06:08:00
FB_000092,CUST_000350,TXN_00006785,2,Outstanding shopping experience,2023-05-06 09:11:00
FB_000093,CUST_001435,TXN_00002215,4,Excellent customer service experience,2023-12-04 02:56:00
FB_000094,CUST_000821,TXN_00003677,2,Product quality could be better,2023-02-27 13:20:00
FB_000095,CUST_001371,TXN_00005676,4,Fast and reliable delivery service,2023-02-03 09:05:00
FB_000096,CUST_001829,TXN_00002446,4,Customer support was very helpful,2023-12-17 17:40:00
FB_000097,CUST_000108,TXN_00001041,5,Very satisfied with the purchase,2023-12-27 07:30:00
FB_000098,CUST_000824,TXN_00007905,4,Payment process was smooth,2023-07-25 19:49:00
FB_000099,CUST_000571,TXN_00003536,2,Great variety of products available,2024-01-11 22:50:00
FB_000100,CUST_000464,TXN_00004579,4,Amazing deals and discounts available,2023-01-07 22:58:00
FB_000101,CUST_001682,TXN_00002212,4,Payment process was smooth,2023-04-15 01:02:00
FB_000102,CUST_001246,TXN_00007633,5,Product quality could be better,2024-02-16 02:00:00
FB_000103,CUST_000478,TXN_00003918,3,Could improve packaging quality,2023-10-17 18:44:00
FB_000104,CUST_001190,TXN_00001998,1,Great variety of products available,2023-07-04 13:02:00
FB_000105,CUST_001722,TXN_00001208,5,Could improve packaging quality,2023-01-13 17:37:00
FB_000106,CUST_001942,TXN_00002951,5,Customer support was very helpful,2023-12-28 11:37:00
FB_000107,CUST_000139,TXN_00007925,5,Delivery was delayed by 2 days,2023-07-12 12:55:00
FB_000108,CUST_000867,TXN_00006467,4,Great product quality and fast delivery!,2024-03-17 19:21:00
FB_000109,CUST_001604,TXN_00007545,2,Product quality could be better,2023-05-04 13:21:00
FB_000110,CUST_000756,TXN_00002632,5,Website is easy to navigate,2023-03-29 04:37:00
FB_000111,CUST_000769,TXN_00000497,5,Payment process was smooth,2023-03-11 12:38:00
FB_000112,CUST_000812,TXN_00006290,4,Excellent customer service experience,2023-06-14 14:30:00
FB_000113,CUST_001976,TXN_00003479,5,Very satisfied with the purchase,2023-04-15 15:42:00
FB_000114,CUST_001156,TXN_00007742,5,Amazing deals and discounts available,2023-09-03 17:13:00
FB_000115,CUST_001379,TXN_00002691,4,Payment process was smooth,2023-09-21 23:14:00
FB_000116,CUST_000633,TXN_00006837,3,Very satisfied with the purchase,2023-12-14 07:55:00
FB_000117,CUST_000230,TXN_00001102,4,Great variety of products available,2023-10-10 01:33:00
FB_000118,CUST_000764,TXN_00004715,4,Product exactly as described,2023-07-14 12:21:00
FB_000119,CUST_000389,TXN_00005412,3,Product quality could be better,2024-02-02 03:44:00
FB_000120,CUST_001891,TXN_00004964,4,Great variety of products available,2023-09-11 20:34:00
FB_000121,CUST_000909,TXN_00000198,3,Fast and reliable delivery service,2023-02-12 07:13:00
FB_000122,CUST_000107,TXN_00002747,5,Outstanding shopping experience,2023-09-04 23:58:00
FB_000123,CUST_000754,TXN_00005870,4,Customer support was very helpful,2023-09-14 02:16:00
FB_000124,CUST_000494,TXN_00007300,5,Very satisfied with the purchase,2023-05-15 13:26:00
FB_000125,CUST_001501,TXN_00001793,4,Customer support was very helpful,2024-01-30 15:00:00
FB_000126,CUST_000822,TXN_00003151,2,Excellent customer service experience,2023-12-23 04:22:00
FB_000127,CUST_001781,TXN_00006612,3,Product exactly as described,2023-04-16 05:15:00
FB_000128,CUST_000281,TXN_00007498,4,Excellent customer service experience,2024-03-11 20:18:00
FB_000129,CUST_000943,TXN_00007701,4,Excellent customer service experience,2023-10-31 20:44:00
FB_000130,CUST_000387,TXN_00003614,4,Excellent customer service experience,2024-02-15 05:33:00
FB_000131,CUST_000350,TXN_00005115,4,Website is easy to navigate,2023-05-01 23:25:00
FB_000132,CUST_000162,TXN_00005208,4,Payment process was smooth,2023-03-24 11:52:00
FB_000133,CUST_001780,TXN_00000981,1,Excellent customer service experience,2023-08-26 04:09:00
FB_000134,CUST_000112,TXN_00001060,2,Product exactly as described,2023-04-29 18:56:00
FB_000135,CUST_000668,TXN_00000199,3,Amazing deals and discounts available,2024-03-03 21:26:00
FB_000136,CUST_000921,TXN_00006672,4,Could improve packaging quality,2023-06-19 19:23:00
FB_000137,CUST_001253,TXN_00003689,4,Delivery was delayed by 2 days,2023-06-06 00:09:00
FB_000138,CUST_000106,TXN_00001302,3,Product exactly as described,2023-06-08 08:06:00
FB_000139,CUST_001638,TXN_00007427,4,Very satisfied with the purchase,2023-10-19 13:11:00
FB_000140,CUST_001486,TXN_00007352,4,Delivery was delayed by 2 days,2023-10-04 23:13:00
FB_000141,CUST_000382,TXN_00006128,5,Delivery was delayed by 2 days,2024-02-21 10:02:00
FB_000142,CUST_001462,TXN_00005966,5,Delivery was delayed by 2 days,2023-03-19 17:12:00
FB_000143,CUST_000844,TXN_00000281,5,Amazing deals and discounts available,2023-01-22 09:17:00
FB_000144,CUST_001391,TXN_00005091,4,Great product quality and fast delivery!,2023-05-02 23:37:00
FB_000145,CUST_000168,TXN_00002832,4,Great product quality and fast delivery!,2023-11-14 15:53:00
FB_000146,CUST_001356,TXN_00003906,5,Amazing deals and discounts available,2023-11-29 20:23:00
FB_000147,CUST_000449,TXN_00004496,2,Customer support was very helpful,2023-07-11 11:31:00
FB_000148,CUST_000785,TXN_00006658,4,Payment process was smooth,2024-02-28 02:07:00
FB_000149,CUST_001843,TXN_00005419,5,Great variety of products available,2023-11-24 12:51:00
FB_000150,CUST_001595,TXN_00004959,5,Website is easy to navigate,2023-03-20 16:55:00
FB_000151,CUST_000901,TXN_00000186,4,Very satisfied with the purchase,2023-01-21 11:30:00
FB_000152,CUST_001218,TXN_00006940,3,Delivery was delayed by 2 days,2024-02-27 15:03:00
FB_000153,CUST_001873,TXN_00001919,4,Product was damaged during shipping,2023-08-23 11:27:00
FB_000154,CUST_000822,TXN_00002571,4,Customer support was very helpful,2023-03-03 06:13:00
FB_000155,CUST_000146,TXN_00005697,1,Fast and reliable delivery service,2023-05-16 13:43:00
FB_000156,CUST_000822,TXN_00005749,2,Great variety of products available,2023-07-03 13:20:00
FB_000157,CUST_001868,TXN_00002629,2,Product was damaged during shipping,2023-03-24 00:26:00
FB_000158,CUST_001481,TXN_00000092,1,Amazing deals and discounts available,2023-01-09 05:22:00
FB_000159,CUST_000371,TXN_00007540,5,Product was damaged during shipping,2023-11-20 19:58:00
FB_000160,CUST_000600,TXN_00004401,2,Product quality could be better,2023-02-15 08:40:00
FB_000161,CUST_000528,TXN_00000809,4,Outstanding shopping experience,2023-11-12 01:35:00
FB_000162,CUST_000354,TXN_00004657,5,Great product quality and fast delivery!,2024-03-04 09:32:00
FB_000163,CUST_001750,TXN_00004952,5,Customer support was very helpful,2023-12-12 00:42:00
FB_000164,CUST_001527,TXN_00006173,5,Great product quality and fast delivery!,2023-09-15 18:46:00
FB_000165,CUST_000668,TXN_00006572,4,Product exactly as described,2023-10-27 02:36:00
FB_000166,CUST_000794,TXN_00006469,4,Product quality could be better,2024-02-20 10:00:00
FB_000167,CUST_001314,TXN_00006962,3,Fast and reliable delivery service,2023-02-06 17:06:00
FB_000168,CUST_000095,TXN_00003395,3,Very satisfied with the purchase,2023-02-01 19:09:00
FB_000169,CUST_000293,TXN_00004421,2,Outstanding shopping experience,2023-03-11 21:45:00
FB_000170,CUST_000967,TXN_00007043,4,Delivery was delayed by 2 days,2023-01-19 17:41:00
FB_000171,CUST_001589,TXN_00006560,5,Payment process was smooth,2023-07-27 20:52:00
FB_000172,CUST_000810,TXN_00007681,3,Product was damaged during shipping,2023-05-08 17:34:00
FB_000173,CUST_000669,TXN_00007653,4,Payment process was smooth,2023-05-26 10:00:00
FB_000174,CUST_000875,TXN_00006124,2,Outstanding shopping experience,2023-06-08 18:51:00
FB_000175,CUST_000777,TXN_00002155,5,Outstanding shopping experience,2023-02-12 10:01:00
FB_000176,CUST_001170,TXN_00002275,3,Fast and reliable delivery service,2024-03-05 17:03:00
FB_000177,CUST_000837,TXN_00002637,1,Very satisfied with the purchase,2023-11-19 23:18:00
FB_000178,CUST_001289,TXN_00003568,5,Outstanding shopping experience,2023-04-26 09:56:00
FB_000179,CUST_000482,TXN_00002676,4,Excellent customer service experience,2023-01-08 11:35:00
FB_000180,CUST_000442,TXN_00007795,4,Product exactly as described,2023-01-16 06:43:00
FB_000181,CUST_000307,TXN_00005768,4,Amazing deals and discounts available,2023-09-08 14:35:00
FB_000182,CUST_001875,TXN_00003660,4,Could improve packaging quality,2023-09-13 09:11:00
FB_000183,CUST_000405,TXN_00006096,5,Fast and reliable delivery service,2023-09-27 11:39:00
FB_000184,CUST_001247,TXN_00005711,3,Product quality could be better,2023-05-29 14:19:00
FB_000185,CUST_001131,TXN_00005893,4,Product exactly as described,2023-12-06 05:15:00
FB_000186,CUST_000869,TXN_00004413,4,Very satisfied with the purchase,2023-05-17 16:07:00
FB_000187,CUST_000809,TXN_00006389,4,Great variety of products available,2023-12-01 13:17:00
FB_000188,CUST_000431,TXN_00000651,4,Delivery was delayed by 2 days,2024-02-20 16:23:00
FB_000189,CUST_001054,TXN_00006754,5,Great variety of products available,2023-11-12 10:27:00
FB_000190,CUST_001712,TXN_00005974,5,Product was damaged during shipping,2023-09-02 01:43:00
FB_000191,CUST_000290,TXN_00003664,4,Product was damaged during shipping,2023-03-11 06:28:00
FB_000192,CUST_001777,TXN_00002159,4,Product quality could be better,2023-02-18 22:53:00
FB_000193,CUST_001671,TXN_00002412,4,Customer support was very helpful,2023-12-26 16:26:00
FB_000194,CUST_000152,TXN_00001520,4,Great product quality and fast delivery!,2023-10-11 02:21:00
FB_000195,CUST_000449,TXN_00000276,5,Website is easy to navigate,2024-01-29 09:26:00
FB_000196,CUST_000570,TXN_00002578,5,Great variety of products available,2023-04-21 01:05:00
FB_000197,CUST_000488,TXN_00002133,4,Excellent customer service experience,2023-02-25 04:07:00
FB_000198,CUST_000015,TXN_00000455,3,Outstanding shopping experience,2024-01-04 18:16:00
FB_000199,CUST_001379,TXN_00007591,4,Outstanding shopping experience,2023-08-03 03:14:00
FB_000200,CUST_000763,TXN_00005209,5,Product was damaged during shipping,2023-03-13 10:14:00
FB_000201,CUST_000225,TXN_00002962,3,Great variety of products available,2023-09-12 09:39:00
FB_000202,CUST_001269,TXN_00007408,5,Delivery was delayed by 2 days,2023-04-15 06:40:00
FB_000203,CUST_000749,TXN_00000696,5,Product quality could be better,2023-01-19 17:08:00
FB_000204,CUST_001027,TXN_00007320,5,Fast and reliable delivery service,2023-04-09 00:00:00
FB_000205,CUST_000714,TXN_00007547,4,Delivery was delayed by 2 days,2023-11-14 01:13:00
FB_000206,CUST_001023,TXN_00003031,4,Amazing deals and discounts available,2024-02-19 20:13:00
FB_000207,CUST_000929,TXN_00007564,4,Amazing deals and discounts available,2024-03-09 18:29:00
FB_000208,CUST_001944,TXN_00005657,5,Very satisfied with the purchase,2024-03-01 09:03:00
FB_000209,CUST_001718,TXN_00005456,5,Very satisfied with the purchase,2024-02-15 03:02:00
FB_000210,CUST_000885,TXN_00002670,5,Payment process was smooth,2023-01-15 23:44:00
FB_000211,CUST_000816,TXN_00003440,4,Outstanding shopping experience,2023-08-28 18:37:00
FB_000212,CUST_001455,TXN_00003968,5,Very satisfied with the purchase,2023-12-04 02:49:00
FB_000213,CUST_000062,TXN_00006534,4,Product quality could be better,2023-12-04 17:12:00
FB_000214,CUST_001159,TXN_00002299,3,Very satisfied with the purchase,2023-02-20 05:37:00
FB_000215,CUST_000991,TXN_00000079,4,Could improve packaging quality,2024-03-02 07:53:00
FB_000216,CUST_000697,TXN_00004621,4,Delivery was delayed by 2 days,2023-01-15 18:55:00
FB_000217,CUST_000441,TXN_00006448,4,Great variety of products available,2023-06-21 00:01:00
FB_000218,CUST_001775,TXN_00001428,2,Great variety of products available,2024-02-21 00:30:00
FB_000219,CUST_000848,TXN_00000398,4,Outstanding shopping experience,2023-04-14 08:56:00
FB_000220,CUST_000395,TXN_00000959,1,Website is easy to navigate,2023-04-18 22:31:00
FB_000221,CUST_001823,TXN_00005975,4,Excellent customer service experience,2023-11-08 08:04:00
FB_000222,CUST_001101,TXN_00003225,4,Delivery was delayed by 2 days,2023-10-20 23:47:00
FB_000223,CUST_001861,TXN_00005292,4,Amazing deals and discounts available,2023-02-11 13:25:00
FB_000224,CUST_001854,TXN_00004084,5,Great product quality and fast delivery!,2023-11-15 19:05:00
FB_000225,CUST_000776,TXN_00006545,3,Excellent customer service experience,2023-11-02 00:54:00
FB_000226,CUST_001879,TXN_00002589,5,Great product quality and fast delivery!,2023-11-29 22:31:00
FB_000227,CUST_000444,TXN_00004927,4,Great product quality and fast delivery!,2023-06-02 11:45:00
FB_000228,CUST_001933,TXN_00006032,5,Great product quality and fast delivery!,2023-07-26 05:49:00
FB_000229,CUST_001377,TXN_00004889,4,Delivery was delayed by 2 days,2023-05-27 19:34:00
FB_000230,CUST_001458,TXN_00005567,5,Website is easy to navigate,2023-05-28 00:15:00
FB_000231,CUST_001726,TXN_00001989,4,Payment process was smooth,2023-04-12 12:36:00
FB_000232,CUST_001869,TXN_00000291,3,Product quality could be better,2024-02-02 17:04:00
FB_000233,CUST_001673,TXN_00007576,5,Amazing deals and discounts available,2023-06-07 09:27:00
FB_000234,CUST_001230,TXN_00000197,1,Fast and reliable delivery service,2023-03-02 02:32:00
FB_000235,CUST_001403,TXN_00000587,5,Payment process was smooth,2023-11-16 06:36:00
FB_000236,CUST_000929,TXN_00001836,4,Fast and reliable delivery service,2023-12-07 17:15:00
FB_000237,CUST_000763,TXN_00007244,3,Great product quality and fast delivery!,2023-01-15 01:37:00
FB_000238,CUST_001279,TXN_00002110,3,Great product quality and fast delivery!,2023-06-22 07:56:00
FB_000239,CUST_001033,TXN_00007079,4,Excellent customer service experience,2023-05-07 20:37:00
FB_000240,CUST_000164,TXN_00005142,4,Product was damaged during shipping,2023-10-10 07:44:00
FB_000241,CUST_001798,TXN_00000643,2,Very satisfied with the purchase,2023-08-19 03:53:00
FB_000242,CUST_001160,TXN_00002484,4,Great variety of products available,2023-09-06 06:04:00
FB_000243,CUST_001640,TXN_00007153,4,Great product quality and fast delivery!,2023-06-13 13:55:00
FB_000244,CUST_001339,TXN_00007995,5,Payment process was smooth,2023-04-22 13:39:00
FB_000245,CUST_000505,TXN_00002860,4,Website is easy to navigate,2023-06-23 12:52:00
FB_000246,CUST_001984,TXN_00006044,5,Excellent customer service experience,2023-07-09 20:31:00
FB_000247,CUST_000039,TXN_00005154,2,Customer support was very helpful,2023-03-07 09:30:00
FB_000248,CUST_000328,TXN_00004415,3,Amazing deals and discounts available,2023-11-17 01:27:00
FB_000249,CUST_000379,TXN_00000428,1,Great variety of products available,2023-04-19 13:05:00
FB_000250,CUST_000477,TXN_00003176,4,Fast and reliable delivery service,2023-04-04 03:53:00
FB_000251,CUST_001558,TXN_00005162,5,Outstanding shopping experience,2023-05-20 20:03:00
FB_000252,CUST_001797,TXN_00003922,1,Product was damaged during shipping,2024-01-28 12:31:00
FB_000253,CUST_001461,TXN_00000157,5,Product exactly as described,2023-07-11 17:18:00
FB_000254,CUST_001775,TXN_00004677,3,Payment process was smooth,2023-08-30 13:11:00
FB_000255,CUST_000469,TXN_00000592,3,Great variety of products available,2023-09-06 09:23:00
FB_000256,CUST_000655,TXN_00006906,4,Payment process was smooth,2024-01-26 01:28:00
FB_000257,CUST_000791,TXN_00002088,4,Customer support was very helpful,2023-10-07 01:29:00
FB_000258,CUST_001186,TXN_00006418,3,Great variety of products available,2023-01-27 20:51:00
FB_000259,CUST_000548,TXN_00006433,4,Could improve packaging quality,2023-10-16 17:42:00
FB_000260,CUST_000960,TXN_00002227,2,Fast and reliable delivery service,2023-04-27 23:23:00
FB_000261,CUST_001088,TXN_00003551,4,Website is easy to navigate,2023-02-21 20:40:00
FB_000262,CUST_000035,TXN_00002944,4,Product was damaged during shipping,2023-06-08 23:52:00
FB_000263,CUST_001842,TXN_00002535,3,Website is easy to navigate,2023-07-03 06:18:00
FB_000264,CUST_001382,TXN_00004253,4,Payment process was smooth,2024-01-05 11:12:00
FB_000265,CUST_001473,TXN_00002109,5,Delivery was delayed by 2 days,2024-03-03 04:17:00
FB_000266,CUST_000002,TXN_00000046,5,Very satisfied with the purchase,2023-03-13 11:56:00
FB_000267,CUST_001699,TXN_00000402,4,Excellent customer service experience,2024-03-07 05:02:00
FB_000268,CUST_000410,TXN_00000112,4,Great variety of products available,2023-09-12 14:43:00
FB_000269,CUST_000287,TXN_00000330,1,Product was damaged during shipping,2023-10-14 13:25:00
FB_000270,CUST_000884,TXN_00007287,3,Could improve packaging quality,2024-03-02 00:43:00
FB_000271,CUST_000321,TXN_00002407,5,Product quality could be better,2024-02-24 21:17:00
FB_000272,CUST_000048,TXN_00000307,1,Product exactly as described,2023-08-27 06:06:00
FB_000273,CUST_000542,TXN_00000185,4,Product was damaged during shipping,2023-08-23 14:01:00
FB_000274,CUST_000633,TXN_00002400,4,Payment process was smooth,2024-02-20 01:28:00
FB_000275,CUST_000177,TXN_00005843,5,Delivery was delayed by 2 days,2023-11-04 02:50:00
FB_000276,CUST_000487,TXN_00003378,4,Delivery was delayed by 2 days,2023-06-09 21:40:00
FB_000277,CUST_001337,TXN_00007744,4,Very satisfied with the purchase,2023-10-04 03:32:00
FB_000278,CUST_000638,TXN_00006958,4,Excellent customer service experience,2023-03-17 13:50:00
FB_000279,CUST_000618,TXN_00002940,5,Fast and reliable delivery service,2024-02-13 04:11:00
FB_000280,CUST_001247,TXN_00002064,4,Could improve packaging quality,2023-03-11 07:54:00
FB_000281,CUST_000163,TXN_00005106,5,Payment process was smooth,2023-01-16 04:43:00
FB_000282,CUST_001437,TXN_00003785,5,Could improve packaging quality,2023-03-27 07:41:00
FB_000283,CUST_001882,TXN_00003155,1,Product quality could be better,2023-07-28 18:43:00
FB_000284,CUST_001966,TXN_00004329,4,Excellent customer service experience,2023-01-18 10:01:00
FB_000285,CUST_001510,TXN_00006488,5,Customer support was very helpful,2023-05-21 23:54:00
FB_000286,CUST_001501,TXN_00001729,4,Website is easy to navigate,2023-12-06 05:04:00
FB_000287,CUST_000949,TXN_00002423,4,Could improve packaging quality,2023-04-13 03:27:00
FB_000288,CUST_000441,TXN_00005995,3,Payment process was smooth,2023-12-03 11:29:00
FB_000289,CUST_000010,TXN_00004387,3,Product quality could be better,2023-07-02 00:42:00
FB_000290,CUST_001980,TXN_00006634,5,Payment process was smooth,2023-08-18 01:07:00
FB_000291,CUST_000693,TXN_00003611,4,Product was damaged during shipping,2023-01-30 04:15:00
FB_000292,CUST_000997,TXN_00002876,4,Could improve packaging quality,2023-08-11 04:59:00
FB_000293,CUST_001710,TXN_00001396,4,Very satisfied with the purchase,2024-02-09 15:35:00
FB_000294,CUST_000935,TXN_00002960,5,Could improve packaging quality,2023-09-20 23:14:00
FB_000295,CUST_001377,TXN_00003329,5,Outstanding shopping experience,2023-06-12 15:54:00
FB_000296,CUST_001445,TXN_00000156,5,Fast and reliable delivery service,2023-07-04 07:28:00
FB_000297,CUST_001174,TXN_00002311,2,Product quality could be better,2024-01-10 00:43:00
FB_000298,CUST_001552,TXN_00007334,1,Delivery was delayed by 2 days,2023-06-06 09:33:00
FB_000299,CUST_000132,TXN_00004519,5,Excellent customer service experience,2023-05-23 01:24:00
